Unnamed: 0_x,gender,dob,commune,created_at,modified_at,department,education_level,university,study_domain,current_employed,formal_sector_job,have_computer_home,internet_at_home,hear_AA_1,after_AA,quest_id,Commune_en,Commune_FR,Commune_Id,Departement,ADM1_PCODE,Unnamed: 0_y,key,values
222,male,07/06/1976,HT0116,2021-02-19,2021-02-19T17:21:00.071620Z,HT01,Bachelors (bacc +4),other,"['item1', 'item3']",Yes,Yes,Yes,No,WhatsApp,Mentorship,906a04ca-ce95-11eb-9b48-7c67a234f601,Gressier,Gressier,HT0116,West,HT01,256,item3,Economics
223,male,25/03/1986,HT0531,2021-02-19,2021-02-19T17:47:41.991207Z,HT05,Bachelors (bacc +4),other,['item1'],Yes,Yes,Yes,Yes,other,Finding a job/internship,906a04cb-ce95-11eb-9bc2-7c67a234f601,Saint-Marc,Saint-Marc,HT0531,Artibonite,HT05,257,item1,Computer Science
224,male,10/09/1999,HT0531,2021-02-24,2021-02-24T17:40:07.808586Z,HT05,High School (16 years),unknown,['item1'],Yes,Yes,Yes,Yes,Facebook,Improving my data analysis skills,906a04cc-ce95-11eb-b561-7c67a234f601,Saint-Marc,Saint-Marc,HT0531,Artibonite,HT05,258,item1,Computer Science
225,male,22/12/1988,HT0531,2021-03-04,2021-03-04T03:28:00.549733Z,HT05,Bachelors (bacc +4),other,['item1'],No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906a2d3f-ce95-11eb-a1ba-7c67a234f601,Saint-Marc,Saint-Marc,HT0531,Artibonite,HT05,259,item1,Computer Science
226,male,22/12/1988,HT0531,2021-03-07,2021-03-07T16:55:32.968914Z,HT05,Bachelors (bacc +4),other,['item1'],Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906a2d40-ce95-11eb-bee9-7c67a234f601,Saint-Marc,Saint-Marc,HT0531,Artibonite,HT05,260,item1,Computer Science
227,female,14/08/1992,HT0133,2021-02-20,2021-02-20T02:22:39.296589Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['item3'],No,unknown,Yes,No,WhatsApp,Improving my data analysis skills,906a2d41-ce95-11eb-b7f9-7c67a234f601,Ganthier,Ganthier,HT0133,West,HT01,261,item3,Economics
228,male,21/06/1982,HT0123,2021-02-20,2021-02-20T10:01:36.488497Z,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],Yes,Yes,Yes,Yes,WhatsApp,Switching careers,906a2d42-ce95-11eb-a3de-7c67a234f601,Grand-Goave,Grand-Goâve,HT0123,West,HT01,262,other,other
229,male,18/07/2021,HT0421,2021-02-20,2021-02-20T22:03:30.047958Z,HT04,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['item6'],Yes,Yes,Yes,Yes,Facebook,Improving my data analysis skills,906a52b4-ce95-11eb-b9bd-7c67a234f601,Ouanaminthe,Ouanaminthe,HT0421,North-East,HT04,263,item6,Management
230,male,06/01/1991,HT0421,2021-02-20,2021-02-20T22:16:10.638744Z,HT04,Bachelors (bacc +4),other,['other'],No,unknown,Yes,Yes,WhatsApp,Finding a job/internship,906a52b5-ce95-11eb-9ece-7c67a234f601,Ouanaminthe,Ouanaminthe,HT0421,North-East,HT04,264,other,other
231,male,09/02/1997,HT0421,2021-02-21,2021-02-21T00:50:07.932579Z,HT04,Other,unknown,['other'],No,unknown,Yes,No,WhatsApp,Improving my data analysis skills,906a52b6-ce95-11eb-935f-7c67a234f601,Ouanaminthe,Ouanaminthe,HT0421,North-East,HT04,265,other,other
232,male,12/04/1980,HT0532,2021-02-21,2021-02-21T05:31:23.972525Z,HT05,Other,unknown,"['item1', 'item7']",Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906a52b7-ce95-11eb-9c4b-7c67a234f601,Verrettes,Verrettes,HT0532,Artibonite,HT05,266,item1,Computer Science
232,male,12/04/1980,HT0532,2021-02-21,2021-02-21T05:31:23.972525Z,HT05,Other,unknown,"['item1', 'item7']",Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906a52b7-ce95-11eb-9c4b-7c67a234f601,Verrettes,Verrettes,HT0532,Artibonite,HT05,267,item7,Law
233,male,22/01/1984,HT0532,2021-02-22,2021-02-22T21:59:40.856417Z,HT05,Other,unknown,['item1'],Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906a79ab-ce95-11eb-a1b8-7c67a234f601,Verrettes,Verrettes,HT0532,Artibonite,HT05,268,item1,Computer Science
234,male,28/03/1985,HT0532,2021-03-04,2021-03-04T22:38:28.831412Z,HT05,Bachelors (bacc +4),other,['item1'],Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906a79ac-ce95-11eb-9f8a-7c67a234f601,Verrettes,Verrettes,HT0532,Artibonite,HT05,269,item1,Computer Science
235,male,24/02/1997,HT0342,2021-02-21,2021-02-21T10:47:46.723655Z,HT03,Other,unknown,"['item4', 'item1']",Yes,No,Yes,No,Facebook,Finding a job/internship,906a79ad-ce95-11eb-b186-7c67a234f601,Dondon,Dondon,HT0342,North,HT03,270,item4,Electrical Engineering
235,male,24/02/1997,HT0342,2021-02-21,2021-02-21T10:47:46.723655Z,HT03,Other,unknown,"['item4', 'item1']",Yes,No,Yes,No,Facebook,Finding a job/internship,906a79ad-ce95-11eb-b186-7c67a234f601,Dondon,Dondon,HT0342,North,HT03,271,item1,Computer Science
236,male,16/09/1995,HT0311,2021-02-21,2021-02-21T12:38:57.408609Z,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],Yes,No,Yes,Yes,Facebook,Finding a job/internship,906a79ae-ce95-11eb-98c3-7c67a234f601,Cap-Haitien,Cap-Haïtien,HT0311,North,HT03,272,other,other
237,male,19/04/1987,HT0311,2021-02-21,2021-02-21T16:06:15.024556Z,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['item1'],No,unknown,Yes,No,Friend,Improving my data analysis skills,906a79af-ce95-11eb-bd36-7c67a234f601,Cap-Haitien,Cap-Haïtien,HT0311,North,HT03,273,item1,Computer Science
238,male,09/08/1991,HT0311,2021-03-03,2021-03-03T00:04:49.909160Z,HT03,Other,unknown,['item7'],No,unknown,Yes,No,Facebook,Mentorship,906aa0a0-ce95-11eb-8355-7c67a234f601,Cap-Haitien,Cap-Haïtien,HT0311,North,HT03,274,item7,Law
239,male,22/02/1987,HT0311,2021-03-05,2021-03-05T10:29:32.308639Z,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),"['item7', 'other']",No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906aa0a1-ce95-11eb-899e-7c67a234f601,Cap-Haitien,Cap-Haïtien,HT0311,North,HT03,275,item7,Law
239,male,22/02/1987,HT0311,2021-03-05,2021-03-05T10:29:32.308639Z,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),"['item7', 'other']",No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906aa0a1-ce95-11eb-899e-7c67a234f601,Cap-Haitien,Cap-Haïtien,HT0311,North,HT03,276,other,other
240,male,16/07/1995,HT0311,2021-03-12,2021-03-12T04:42:47.222360Z,HT03,Bachelors (bacc +4),Quisqueya University,['item3'],No,unknown,Yes,Yes,Facebook,Training to start my own company,906aa0a2-ce95-11eb-90cb-7c67a234f601,Cap-Haitien,Cap-Haïtien,HT0311,North,HT03,277,item3,Economics
241,male,17/04/1992,HT0611,2021-02-21,2021-02-21T13:13:21.775453Z,HT06,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,WhatsApp,Switching careers,906aa0a3-ce95-11eb-9611-7c67a234f601,Hinche,Hinche,HT0611,Centre,HT06,278,other,other
242,male,30/03/1983,HT0115,2021-02-23,2021-02-23T03:38:07.770738Z,HT01,Bachelors (bacc +4),other,['other'],Yes,Yes,Yes,Yes,Friend,Training to start my own company,906ac788-ce95-11eb-a6f7-7c67a234f601,Kenscoff,Kenscoff,HT0115,West,HT01,279,other,other
243,male,14/12/1993,HT0313,2021-02-25,2021-02-25T15:29:35.808112Z,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['other'],No,unknown,Yes,Yes,WhatsApp,Switching careers,906b1739-ce95-11eb-8944-7c67a234f601,Limonade,Limonade,HT0313,North,HT03,280,other,other
244,male,25/07/1997,HT0921,2021-02-27,2021-02-27T14:32:11.637410Z,HT09,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),['item1'],No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,906b173a-ce95-11eb-b3d4-7c67a234f601,Saint-Louis du Nord,Saint-Louis du Nord,HT0921,North-West,HT09,281,item1,Computer Science
245,male,15/02/1994,HT0621,2021-03-02,2021-03-02T18:39:19.873237Z,HT06,Bachelors (bacc +4),other,['other'],Yes,Yes,Yes,Yes,Facebook,Improving my data analysis skills,906b3c84-ce95-11eb-8c2a-7c67a234f601,Mirebalais,Mirebalais,HT0621,Centre,HT06,282,other,other
246,male,08/10/1990,HT0621,2021-03-10,2021-03-10T04:12:49.436213Z,HT06,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),['item8'],Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906b3c85-ce95-11eb-9b87-7c67a234f601,Mirebalais,Mirebalais,HT0621,Centre,HT06,283,item8,Medicine
247,male,28/12/1993,HT0621,2021-03-14,2021-03-14T15:29:32.474055Z,HT06,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),['item2'],Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906b3c86-ce95-11eb-b6a7-7c67a234f601,Mirebalais,Mirebalais,HT0621,Centre,HT06,284,item2,Statistics
248,male,17/04/1992,HT0412,2021-03-08,2021-03-08T16:35:07.806161Z,HT04,Bachelors (bacc +4),other,['item1'],No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906b65e2-ce95-11eb-8b5c-7c67a234f601,Ferrier,Ferrier,HT0412,North-East,HT04,285,item1,Computer Science
249,male,22/07/1993,HT1012,2021-03-10,2021-03-10T21:41:05.708787Z,HT10,Masters,other,['other'],No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906b65e3-ce95-11eb-a294-7c67a234f601,Petite Riviere de Nippes,Petite Rivière de Nippes,HT1012,Nippes,HT10,286,other,other
